PATHWAY	NAME	NGENES	NCOMPOUNDS	TYPE
R-MMU-167827	The proton buffering model	5	6	REACTOME
R-MMU-2187335	The retinoid cycle in cones (daylight vision)	6	12	REACTOME
R-MMU-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	75	4	REACTOME
R-MMU-8849175	Threonine catabolism	5	14	REACTOME
R-MMU-456926	Thrombin signalling through proteinase activated receptors (PARs)	31	3	REACTOME
R-MMU-428930	Thromboxane signalling through TP receptor	22	3	REACTOME
R-MMU-209968	Thyroxine biosynthesis	7	17	REACTOME
R-MMU-210993	Tie2 Signaling	17	2	REACTOME
R-MMU-420029	Tight junction interactions	6	0	REACTOME
R-MMU-168142	Toll Like Receptor 10 (TLR10) Cascade	70	9	REACTOME
R-MMU-181438	Toll Like Receptor 2 (TLR2) Cascade	71	10	REACTOME
R-MMU-168164	Toll Like Receptor 3 (TLR3) Cascade	68	9	REACTOME
R-MMU-166016	Toll Like Receptor 4 (TLR4) Cascade	104	11	REACTOME
R-MMU-168176	Toll Like Receptor 5 (TLR5) Cascade	70	9	REACTOME
R-MMU-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	81	14	REACTOME
R-MMU-168138	Toll Like Receptor 9 (TLR9) Cascade	85	14	REACTOME
R-MMU-168179	Toll Like Receptor TLR1:TLR2 Cascade	71	10	REACTOME
R-MMU-168188	Toll Like Receptor TLR6:TLR2 Cascade	71	10	REACTOME
R-MMU-168898	Toll-like Receptor Cascades	133	27	REACTOME
R-MMU-1679131	Trafficking and processing of endosomal TLR	12	3	REACTOME
R-MMU-399719	Trafficking of AMPA receptors	26	6	REACTOME
R-MMU-416993	Trafficking of GluR2-containing AMPA receptors	14	6	REACTOME
R-MMU-5624138	Trafficking of myristoylated proteins to the cilium	4	2	REACTOME
R-MMU-75944	Transcription from mitochondrial promoters	4	1	REACTOME
R-MMU-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	72	8	REACTOME
R-MMU-69895	Transcriptional  activation of  cell cycle inhibitor p21 	2	0	REACTOME
R-MMU-8953750	Transcriptional Regulation by E2F6	23	2	REACTOME
R-MMU-8986944	Transcriptional Regulation by MECP2	6	2	REACTOME
R-MMU-3700989	Transcriptional Regulation by TP53	263	31	REACTOME
R-MMU-8853884	Transcriptional Regulation by VENTX	7	0	REACTOME
R-MMU-2151201	Transcriptional activation of mitochondrial biogenesis	8	4	REACTOME
R-MMU-69560	Transcriptional activation of p53 responsive genes  	2	0	REACTOME
R-MMU-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	34	6	REACTOME
R-MMU-8878171	Transcriptional regulation by RUNX1	194	7	REACTOME
R-MMU-8878166	Transcriptional regulation by RUNX2	63	8	REACTOME
R-MMU-8878159	Transcriptional regulation by RUNX3	78	7	REACTOME
R-MMU-5578749	Transcriptional regulation by small RNAs	109	2	REACTOME
R-MMU-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	21	1	REACTOME
R-MMU-9616222	Transcriptional regulation of granulopoiesis	6	1	REACTOME
R-MMU-381340	Transcriptional regulation of white adipocyte differentiation	2	0	REACTOME
R-MMU-166020	Transfer of LPS from LBP carrier to CD14	2	1	REACTOME
R-MMU-917977	Transferrin endocytosis and recycling	31	8	REACTOME
R-MMU-72766	Translation	221	17	REACTOME
R-MMU-72649	Translation initiation complex formation	58	2	REACTOME
R-MMU-110320	Translesion Synthesis by POLH	18	5	REACTOME
R-MMU-5656121	Translesion synthesis by POLI	16	3	REACTOME
R-MMU-5655862	Translesion synthesis by POLK	16	4	REACTOME
R-MMU-110312	Translesion synthesis by REV1	15	3	REACTOME
R-MMU-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	37	9	REACTOME
R-MMU-202430	Translocation of ZAP-70 to Immunological synapse	9	5	REACTOME
R-MMU-112315	Transmission across Chemical Synapses	201	64	REACTOME
R-MMU-112307	Transmission across Electrical Synapses 	5	1	REACTOME
R-MMU-174362	Transport and synthesis of PAPS	5	7	REACTOME
R-MMU-72202	Transport of Mature Transcript to Cytoplasm	78	5	REACTOME
R-MMU-159231	Transport of Mature mRNA Derived from an Intronless Transcript	39	1	REACTOME
R-MMU-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	70	4	REACTOME
R-MMU-159234	Transport of Mature mRNAs Derived from Intronless Transcripts	40	2	REACTOME
R-MMU-425366	Transport of bile salts and organic acids, metal ions and amine compounds	76	79	REACTOME
R-MMU-190872	Transport of connexons to the plasma membrane	17	2	REACTOME
R-MMU-804914	Transport of fatty acids	7	10	REACTOME
R-MMU-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	9	0	REACTOME
R-MMU-432030	Transport of glycerol from adipocytes to the liver by Aquaporins	2	1	REACTOME
R-MMU-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	99	58	REACTOME
R-MMU-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	11	21	REACTOME
R-MMU-727802	Transport of nucleotide sugars	8	13	REACTOME
R-MMU-879518	Transport of organic anions	11	16	REACTOME
R-MMU-382551	Transport of small molecules	652	219	REACTOME
R-MMU-159230	Transport of the SLBP Dependant Mature mRNA	34	2	REACTOME
R-MMU-159227	Transport of the SLBP independent Mature mRNA	33	2	REACTOME
R-MMU-425397	Transport of vitamins, nucleosides, and related molecules	40	64	REACTOME
R-MMU-948021	Transport to the Golgi and subsequent modification	172	33	REACTOME
R-MMU-75109	Triglyceride biosynthesis	12	19	REACTOME
R-MMU-163560	Triglyceride catabolism	11	8	REACTOME
R-MMU-8979227	Triglyceride metabolism	23	23	REACTOME
R-MMU-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	16	3	REACTOME
R-MMU-71240	Tryptophan catabolism	11	27	REACTOME
R-MMU-446107	Type I hemidesmosome assembly	10	0	REACTOME
R-MMU-427589	Type II Na+/Pi cotransporters	2	3	REACTOME
R-MMU-8963684	Tyrosine catabolism	5	15	REACTOME
R-MMU-5689603	UCH proteinases	96	2	REACTOME
R-MMU-5689880	Ub-specific processing proteases	181	1	REACTOME
R-MMU-2142789	Ubiquinol biosynthesis	4	14	REACTOME
R-MMU-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	52	2	REACTOME
R-MMU-75815	Ubiquitin-dependent degradation of Cyclin D	51	0	REACTOME
R-MMU-438066	Unblocking of NMDA receptors, glutamate binding and activation	24	5	REACTOME
R-MMU-381119	Unfolded Protein Response (UPR)	10	2	REACTOME
R-MMU-176974	Unwinding of DNA	4	0	REACTOME
R-MMU-70635	Urea cycle	10	22	REACTOME
R-MMU-77108	Utilization of Ketone Bodies	5	10	REACTOME
R-MMU-195399	VEGF binds to VEGFR leading to receptor dimerization	7	0	REACTOME
R-MMU-194313	VEGF ligand-receptor interactions	7	0	REACTOME
R-MMU-4420097	VEGFA-VEGFR2 Pathway	90	25	REACTOME
R-MMU-5218921	VEGFR2 mediated cell proliferation	12	7	REACTOME
R-MMU-5218920	VEGFR2 mediated vascular permeability	28	17	REACTOME
R-MMU-8866423	VLDL assembly	5	4	REACTOME
R-MMU-8964046	VLDL clearance	5	4	REACTOME
R-MMU-8866427	VLDLR internalisation and degradation	10	0	REACTOME
R-MMU-432040	Vasopressin regulates renal water homeostasis via Aquaporins	29	6	REACTOME
R-MMU-388479	Vasopressin-like receptors	6	0	REACTOME
R-MMU-5653656	Vesicle-mediated transport	566	59	REACTOME
R-MMU-2187338	Visual phototransduction	92	59	REACTOME
R-MMU-196819	Vitamin B1 (thiamin) metabolism	5	8	REACTOME
R-MMU-196843	Vitamin B2 (riboflavin) metabolism	6	10	REACTOME
R-MMU-199220	Vitamin B5 (pantothenate) metabolism	13	17	REACTOME
R-MMU-196836	Vitamin C (ascorbate) metabolism	8	12	REACTOME
R-MMU-196791	Vitamin D (calciferol) metabolism	8	9	REACTOME
R-MMU-8877627	Vitamin E	1	1	REACTOME
R-MMU-211916	Vitamins	6	13	REACTOME
R-MMU-964975	Vitamins B6 activation to pyridoxal phosphate	3	18	REACTOME
R-MMU-1296072	Voltage gated Potassium channels	41	1	REACTOME
R-MMU-5620916	VxPx cargo-targeting to cilium	20	4	REACTOME
R-MMU-3238698	WNT ligand biogenesis and trafficking	23	0	REACTOME
R-MMU-201688	WNT mediated activation of DVL	8	4	REACTOME
R-MMU-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	10	0	REACTOME
R-MMU-5099900	WNT5A-dependent internalization of FZD4	13	5	REACTOME
R-MMU-8848584	Wax and plasmalogen biosynthesis	7	19	REACTOME
R-MMU-9640463	Wax biosynthesis	4	13	REACTOME
R-MMU-211981	Xenobiotics	27	48	REACTOME
R-MMU-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	7	0	REACTOME
R-MMU-1606322	ZBP1(DAI) mediated induction of type I IFNs	12	3	REACTOME
R-MMU-435368	Zinc efflux and compartmentalization by the SLC30 family	4	1	REACTOME
R-MMU-442380	Zinc influx into cells by the SLC39 gene family	8	1	REACTOME
R-MMU-435354	Zinc transporters	12	1	REACTOME
R-MMU-450302	activated TAK1 mediates p38 MAPK activation	21	4	REACTOME
R-MMU-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	14	41	REACTOME
R-MMU-2046106	alpha-linolenic acid (ALA) metabolism	14	32	REACTOME
R-MMU-1307965	betaKlotho-mediated ligand binding	3	3	REACTOME
R-MMU-418457	cGMP effects	10	2	REACTOME
R-MMU-203615	eNOS activation	12	25	REACTOME
R-MMU-72187	mRNA 3'-end processing	54	2	REACTOME
R-MMU-72086	mRNA Capping	28	9	REACTOME
R-MMU-75072	mRNA Editing	6	4	REACTOME
R-MMU-75064	mRNA Editing: A to I Conversion	2	4	REACTOME
R-MMU-72200	mRNA Editing: C to U Conversion	4	3	REACTOME
R-MMU-72172	mRNA Splicing	178	2	REACTOME
R-MMU-72163	mRNA Splicing - Major Pathway	172	1	REACTOME
R-MMU-72165	mRNA Splicing - Minor Pathway	48	2	REACTOME
R-MMU-429958	mRNA decay by 3' to 5' exoribonuclease	16	10	REACTOME
R-MMU-430039	mRNA decay by 5' to 3' exoribonuclease	13	3	REACTOME
R-MMU-165159	mTOR signalling	39	9	REACTOME
R-MMU-166208	mTORC1-mediated signalling	23	4	REACTOME
R-MMU-77286	mitochondrial fatty acid beta-oxidation of saturated fatty acids	9	38	REACTOME
R-MMU-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	3	11	REACTOME
R-MMU-372708	p130Cas linkage to MAPK signaling for integrins	15	7	REACTOME
R-MMU-171007	p38MAPK events	7	4	REACTOME
R-MMU-69563	p53-Dependent G1 DNA Damage Response	65	2	REACTOME
R-MMU-69580	p53-Dependent G1/S DNA damage checkpoint	65	2	REACTOME
R-MMU-69610	p53-Independent DNA Damage Response	52	2	REACTOME
R-MMU-69613	p53-Independent G1/S DNA damage checkpoint	52	2	REACTOME
R-MMU-193704	p75 NTR receptor-mediated signalling	81	5	REACTOME
R-MMU-209543	p75NTR recruits signalling complexes	13	0	REACTOME
R-MMU-193697	p75NTR regulates axonogenesis	9	2	REACTOME
R-MMU-193639	p75NTR signals via NF-kB	16	2	REACTOME
R-MMU-111995	phospho-PLA2 pathway	2	7	REACTOME
R-MMU-72312	rRNA processing	173	0	REACTOME
R-MMU-8868773	rRNA processing in the nucleus and cytosol	173	0	REACTOME
R-MMU-191859	snRNP Assembly	47	3	REACTOME
R-MMU-379724	tRNA Aminoacylation	2	4	REACTOME
R-MMU-199992	trans-Golgi Network Vesicle Budding	68	6	REACTOME
WP1	Statin Pathway	19	3	WIKIPATHWAYS
WP10	IL-9 Signaling Pathway	24	0	WIKIPATHWAYS
WP103	Cholesterol Biosynthesis	15	10	WIKIPATHWAYS
WP108	Selenium metabolism/Selenoproteins	52	2	WIKIPATHWAYS
WP113	TGF Beta Signaling Pathway	52	0	WIKIPATHWAYS
WP116	Hedgehog Signaling Pathway	22	0	WIKIPATHWAYS
WP1241	Glucuronidation	16	14	WIKIPATHWAYS
WP1242	Non-homologous end joining	6	0	WIKIPATHWAYS
WP1243	EBV LMP1 signaling	22	0	WIKIPATHWAYS
WP1244	Estrogen signaling	77	2	WIKIPATHWAYS
WP1245	Keap1-Nrf2	14	1	WIKIPATHWAYS
WP1246	Hypothetical Network for Drug Addiction	31	3	WIKIPATHWAYS
WP1247	Methylation	9	5	WIKIPATHWAYS
WP1248	Oxidative phosphorylation	62	5	WIKIPATHWAYS
WP1249	EPO Receptor Signaling	26	0	WIKIPATHWAYS
WP1250	Arachidonate Epoxygenase   Epoxide Hydrolase	3	8	WIKIPATHWAYS
WP1251	Metapathway biotransformation	141	0	WIKIPATHWAYS
WP1252	Amino acid conjugation of benzoic acid	2	9	WIKIPATHWAYS
WP1253	Type II interferon signaling (IFNG)	34	0	WIKIPATHWAYS
WP1254	Apoptosis	81	0	WIKIPATHWAYS
WP1256	NLR Proteins	9	0	WIKIPATHWAYS
WP1257	Mismatch repair	9	0	WIKIPATHWAYS
WP1258	Homologous recombination	13	0	WIKIPATHWAYS
WP1259	Retinol metabolism	39	9	WIKIPATHWAYS
WP1261	ErbB signaling pathway	46	0	WIKIPATHWAYS
WP1262	Aflatoxin B1 metabolism	5	5	WIKIPATHWAYS
WP1263	Mitochondrial Gene Expression	19	3	WIKIPATHWAYS
WP1264	Estrogen metabolism	14	12	WIKIPATHWAYS
WP1265	Polyol pathway	4	7	WIKIPATHWAYS
WP1266	SIDS Susceptibility Pathways	61	4	WIKIPATHWAYS
WP1269	Fatty Acid Beta Oxidation	34	9	WIKIPATHWAYS
WP1270	Endochondral Ossification	62	2	WIKIPATHWAYS
WP1272	Selenium Micronutrient Network	23	53	WIKIPATHWAYS
WP1273	Folic Acid Network	23	68	WIKIPATHWAYS
WP1274	Oxidation by Cytochrome P450	40	8	WIKIPATHWAYS
WP1396	Non-odorant GPCRs	267	0	WIKIPATHWAYS
WP1397	Odorant GPCRs	189	0	WIKIPATHWAYS
WP1398	Orphan GPCRs	19	0	WIKIPATHWAYS
WP1496	Oxidative Damage	42	0	WIKIPATHWAYS
WP1498	Dopaminergic Neurogenesis	30	1	WIKIPATHWAYS
WP150	DNA Replication	41	5	WIKIPATHWAYS
WP151	IL-5 Signaling Pathway	69	0	WIKIPATHWAYS
WP1526	Regulation of Cardiac Hypertrophy by miR-208	6	0	WIKIPATHWAYS
WP1560	MicroRNAs in Cardiomyocyte Hypertrophy	82	3	WIKIPATHWAYS
WP157	Glycolysis and Gluconeogenesis	51	14	WIKIPATHWAYS
WP1596	Iron Homeostasis	15	1	WIKIPATHWAYS
WP163	Cytoplasmic Ribosomal Proteins	103	0	WIKIPATHWAYS
WP164	Glutathione metabolism	20	18	WIKIPATHWAYS
WP166	Apoptosis Modulation by HSP70	17	0	WIKIPATHWAYS
WP175	Acetylcholine Synthesis	7	9	WIKIPATHWAYS
WP1763	PluriNetWork	294	0	WIKIPATHWAYS
WP1770	One carbon metabolism and related pathways	52	37	WIKIPATHWAYS
WP1771	Kennedy pathway	14	17	WIKIPATHWAYS
WP18	Heme Biosynthesis	9	12	WIKIPATHWAYS
WP189	GPCRs, Class A Rhodopsin-like	228	3	WIKIPATHWAYS
WP193	Signaling of Hepatocyte Growth Factor Receptor	34	0	WIKIPATHWAYS
WP1983	Splicing factor NOVA regulated synaptic proteins	42	1	WIKIPATHWAYS
WP200	Complement Activation, Classical Pathway	17	1	WIKIPATHWAYS
WP201	Ptf1a related regulatory pathway	11	0	WIKIPATHWAYS
WP202	Hypertrophy Model	20	0	WIKIPATHWAYS
WP2067	Heart Development	44	0	WIKIPATHWAYS
WP207	Nucleotide GPCRs	12	2	WIKIPATHWAYS
WP2074	Neural Crest Differentiation	101	0	WIKIPATHWAYS
WP2075	Alzheimers Disease	75	7	WIKIPATHWAYS
WP2079	Serotonin Receptor 2 and STAT3 Signaling	4	1	WIKIPATHWAYS
WP2083	Nicotine Activity on Dopaminergic Neurons	0	9	WIKIPATHWAYS
WP2084	SREBF and miR33 in cholesterol and lipid homeostasis	11	0	WIKIPATHWAYS
WP2140	Serotonin and anxiety-related events	13	1	WIKIPATHWAYS
WP2141	Serotonin and anxiety	18	3	WIKIPATHWAYS
WP216	Striated Muscle Contraction	45	0	WIKIPATHWAYS
WP2185	Purine metabolism	171	68	WIKIPATHWAYS
WP222	Cytokines and Inflammatory Response	27	0	WIKIPATHWAYS
WP2271	Macrophage markers	10	0	WIKIPATHWAYS
WP2292	Chemokine signaling pathway	191	5	WIKIPATHWAYS
WP2316	PPAR signaling pathway	81	1	WIKIPATHWAYS
WP2318	Fatty acid oxidation	10	9	WIKIPATHWAYS
WP232	G Protein Signaling Pathways	93	4	WIKIPATHWAYS
WP234	Peptide GPCRs	71	0	WIKIPATHWAYS
WP2375	miRNAs and TFs in iPS Cell Generation	7	0	WIKIPATHWAYS
WP238	Osteoblast	10	2	WIKIPATHWAYS
WP240	Alanine and aspartate metabolism	15	0	WIKIPATHWAYS
WP2432	Spinal Cord Injury	99	4	WIKIPATHWAYS
WP246	TNF-alpha NF-kB Signaling Pathway	189	0	WIKIPATHWAYS
WP251	MAPK Cascade	28	2	WIKIPATHWAYS
WP2573	Primary Focal Segmental Glomerulosclerosis FSGS	72	1	WIKIPATHWAYS
WP265	Delta-Notch Signaling Pathway	84	0	WIKIPATHWAYS
WP273	Ovarian Infertility Genes	31	0	WIKIPATHWAYS
WP2841	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	325	0	WIKIPATHWAYS
WP2852	Gene regulatory network modelling somitogenesis 	11	0	WIKIPATHWAYS
WP2872	White fat cell differentiation	32	1	WIKIPATHWAYS
WP29	Notch Signaling Pathway	46	0	WIKIPATHWAYS
WP2902	p53 signaling	67	0	WIKIPATHWAYS
WP2904	Mir302-367 Promoting Cardiomyocyte Proliferation	4	0	WIKIPATHWAYS
WP2910	Mecp2 and Associated Rett Syndrome	47	1	WIKIPATHWAYS
WP2928	miR-222 in Exercise-Induced Cardiac Growth	4	0	WIKIPATHWAYS
WP295	Electron Transport Chain	103	12	WIKIPATHWAYS
WP297	IL-7 Signaling Pathway	44	0	WIKIPATHWAYS
WP298	G13 Signaling Pathway	39	0	WIKIPATHWAYS
WP300	Histone modifications	5	0	WIKIPATHWAYS
WP307	Translation Factors	50	0	WIKIPATHWAYS
WP310	mRNA processing	460	0	WIKIPATHWAYS
WP317	Glycogen Metabolism	34	6	WIKIPATHWAYS
WP318	Eicosanoid Synthesis	18	14	WIKIPATHWAYS
WP327	GPCRs, Class C Metabotropic glutamate, pheromone	15	0	WIKIPATHWAYS
WP33	Fatty Acid Omega Oxidation	7	0	WIKIPATHWAYS
WP336	Fatty Acid Biosynthesis	22	2	WIKIPATHWAYS
WP339	ESC Pluripotency Pathways	118	4	WIKIPATHWAYS
WP350	p38 MAPK Signaling Pathway	36	0	WIKIPATHWAYS
WP353	Small Ligand GPCRs	18	1	WIKIPATHWAYS
WP3586	Glycolysis	0	11	WIKIPATHWAYS
WP3587	TCA Cycle (streamlined)	0	8	WIKIPATHWAYS
WP3588	Fatty Acid Beta Oxidation (streamlined)	0	2	WIKIPATHWAYS
WP3592	ApoE and miR-146 in inflammation and atherosclerosis	8	1	WIKIPATHWAYS
WP3625	TYROBP Causal Network	58	0	WIKIPATHWAYS
WP3626	Microglia Pathogen Phagocytosis Pathway	41	2	WIKIPATHWAYS
WP3632	Lung fibrosis	61	0	WIKIPATHWAYS
WP3638	Parkinsons Disease Pathway	39	0	WIKIPATHWAYS
WP3652	EDA Signalling in Hair Follicle Development	18	0	WIKIPATHWAYS
WP3654	Novel Jun-Dmp1 Pathway	26	0	WIKIPATHWAYS
WP3663	BMP Signaling Pathway in Eyelid Development	20	0	WIKIPATHWAYS
WP3673	 Hfe effect on hepcidin production	7	0	WIKIPATHWAYS
WP3675	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	31	0	WIKIPATHWAYS
WP37	IL-1 Signaling Pathway	37	0	WIKIPATHWAYS
WP373	IL-3 Signaling Pathway	100	0	WIKIPATHWAYS
WP374	Prostaglandin Synthesis and Regulation	31	9	WIKIPATHWAYS
WP385	Myometrial Relaxation and Contraction Pathways	154	4	WIKIPATHWAYS
WP3855	Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling	26	0	WIKIPATHWAYS
WP3857	Wnt Signaling in Kidney Disease	43	1	WIKIPATHWAYS
WP386	Triacylglyceride Synthesis	23	0	WIKIPATHWAYS
WP3864	Robo4 and VEGF Signaling Pathways Crosstalk	6	0	WIKIPATHWAYS
WP387	IL-6 signaling Pathway	99	0	WIKIPATHWAYS
WP396	ACE Inhibitor Pathway	10	4	WIKIPATHWAYS
WP3979	mir-193a and MVP in colon cancer metastasis	6	0	WIKIPATHWAYS
WP3991	miR-127 in mesendoderm differentiation	9	0	WIKIPATHWAYS
WP401	Mitochondrial LC-Fatty Acid Beta-Oxidation	16	2	WIKIPATHWAYS
WP403	Wnt Signaling Pathway	60	0	WIKIPATHWAYS
WP407	Kit Receptor Signaling Pathway	67	0	WIKIPATHWAYS
WP41	GPCRs, Other	155	0	WIKIPATHWAYS
WP412	Oxidative Stress	28	0	WIKIPATHWAYS
WP413	G1 to S cell cycle control	61	0	WIKIPATHWAYS
WP4183	Distal Convoluted Tubule 1 (DCT1) Cell	7	2	WIKIPATHWAYS
WP426	Urea cycle and metabolism of amino groups	0	11	WIKIPATHWAYS
WP4265	Ethanol metabolism resulting in production of ROS by CYP2E1	10	8	WIKIPATHWAYS
WP431	Nuclear receptors in lipid metabolism and toxicity	30	5	WIKIPATHWAYS
WP4335	Eicosanoid Lipid Synthesis Map	9	7	WIKIPATHWAYS
WP434	TCA Cycle	31	9	WIKIPATHWAYS
WP4344	Sphingolipid Metabolism (general overview)	25	16	WIKIPATHWAYS
WP4345	Glycerolipids and Glycerophospholipids	23	26	WIKIPATHWAYS
WP4346	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways)	49	0	WIKIPATHWAYS
WP4347	Eicosanoid metabolism via Cyclo Oxygenases (COX)	31	19	WIKIPATHWAYS
WP4348	Eicosanoid metabolism via Lipo Oxygenases (LOX)	32	22	WIKIPATHWAYS
WP4349	Eicosanoid metabolism via Cytochrome P450 Mono-Oxygenases (CYP) pathway	16	9	WIKIPATHWAYS
WP435	One Carbon Metabolism	29	21	WIKIPATHWAYS
WP4350	Omega-3/Omega-6 FA synthesis	15	12	WIKIPATHWAYS
WP4351	Omega-9 FA synthesis	14	11	WIKIPATHWAYS
WP4398	PDGFR&alpha; and STMN1 cooperate to exacerbate the cytotoxic effects of vinblastine	2	0	WIKIPATHWAYS
WP441	Matrix Metalloproteinases	29	0	WIKIPATHWAYS
WP447	Adipogenesis genes	134	0	WIKIPATHWAYS
WP4474	Circulating monocytes and cardiac macrophages in diastolic dysfunction	4	0	WIKIPATHWAYS
WP449	Complement and Coagulation Cascades	62	1	WIKIPATHWAYS
WP450	IL-2 Signaling Pathway	76	0	WIKIPATHWAYS
WP454	Osteoclast	14	3	WIKIPATHWAYS
WP456	GPCRs, Class B Secretin-like	22	0	WIKIPATHWAYS
WP458	Inflammatory Response Pathway	30	0	WIKIPATHWAYS
WP460	Blood Clotting Cascade	20	0	WIKIPATHWAYS
WP4627	 Lipids measured in liver metastasis from breast cancer	1	0	WIKIPATHWAYS
WP4690	Sphingolipid Metabolism (integrated pathway)	26	11	WIKIPATHWAYS
WP475	Irinotecan Pathway	10	1	WIKIPATHWAYS
WP488	Alpha6-Beta4 Integrin Signaling Pathway	67	0	WIKIPATHWAYS
WP493	MAPK signaling pathway	159	1	WIKIPATHWAYS
WP495	Glucocorticoid &amp; Mineralcorticoid Metabolism	14	13	WIKIPATHWAYS
WP509	Nuclear Receptors	38	0	WIKIPATHWAYS
WP512	Id Signaling Pathway	51	0	WIKIPATHWAYS
WP519	Proteasome Degradation	52	1	WIKIPATHWAYS
WP522	Biogenic Amine Synthesis	15	17	WIKIPATHWAYS
WP523	Regulation of Actin Cytoskeleton	152	5	WIKIPATHWAYS
WP539	Wnt Signaling Pathway NetPath	108	0	WIKIPATHWAYS
